Logged,Predicted
1,2.914338468886652
2,6.765161117343563
3,2.958672985393118
1,2.914338468886652
5,1.9812404697291157
5,4.94288261812394
0,-0.07686649230292808
7,2.855431054688375
0,-0.07686649230292808
4,1.9812404697291157
0,0.9152928769102711
1,6.765161117343563
2,1.9074522461236456
1,2.9585190295351764
1,-0.07686649230292808
0,6.824068531541725
4,6.897747649451708
1,-0.01795907810474251
4,7.8458355637120185
4,4.839749793115027
0,0.9005660233608874
1,1.0038079540655298
0,0.9447465840094251
0,-0.0030782686974673013
2,6.794614824442702
4,2.855431054688375
1,0.9596273934168216
6,3.891770984550465
0,-0.01795907810474251
1,1.8779985390245195
9,7.786928149513811
0,0.9449005398673669
1,1.0038079540655298
4,3.8623172774512105
7,2.899611615336963
1,0.9300197304598803
2,0.9152928769102711
2,1.995967323278724
1,0.9743542469663731
0,-0.07686649230292808
1,0.9005660233608874
0,-0.01795907810474251
0,0.055720039804932675
4,3.8328635703522256
2,1.9369059532227535
3,2.9292192782938904
1,0.9594734375589296
1,6.765161117343563
2,1.8779985390245195
5,0.9596273934168216
2,2.855431054688375
0,-0.017805122247098737
10,13.62191558053972
